,instruction,tweet_no_rt,type_of_message
1447,"names a structure, road, service, line, etc. that is not working or has been damaged",OhmygodohmygodohmygodRT @NBCNews: Tunnel flooding from #Sandy may drive subway rats onto NYC streets http://t.co/qVJs5Ph7,"Informative: damage (building, road, lines, etc.)"
1448,"names a structure, road, service, line, etc. that is not working or has been damaged",OhmygodohmygodohmygodRT @NBCNews: Tunnel flooding from #Sandy may drive subway rats onto NYC streets http://t.co/qVJs5Ph7,"Informative: damage (building, road, lines, etc.)"
1449,warns about a potential hazard or advices what to do,Per @AntDeRosa at the Mayor @mikebloomberg press event the Coney Island Hospital is being evacuated. #Sandy #NYC,Informative: caution or advice
1450,warns about a potential hazard or advices what to do,Per @AntDeRosa at the Mayor @mikebloomberg press event the Coney Island Hospital is being evacuated. #Sandy #NYC,Informative: caution or advice
1451,warns about a potential hazard or advices what to do,Per @AntDeRosa at the Mayor @mikebloomberg press event the Coney Island Hospital is being evacuated. #Sandy #NYC,Informative: caution or advice
1452,names a celebrity or authority that reacts to the event or visits the area,#MittRomney never said he was going to use the Red Cross to distribute the food! MSM is making fools of themselves. #typical #sandy,Informative: celebrities or authorities react to the event or visit the area
1453,names a celebrity or authority that reacts to the event or visits the area,#MittRomney never said he was going to use the Red Cross to distribute the food! MSM is making fools of themselves. #typical #sandy,Informative: celebrities or authorities react to the event or visit the area
1454,names a celebrity or authority that reacts to the event or visits the area,#MittRomney never said he was going to use the Red Cross to distribute the food! MSM is making fools of themselves. #typical #sandy,Informative: celebrities or authorities react to the event or visit the area
1455,names a celebrity or authority that reacts to the event or visits the area,#MittRomney never said he was going to use the Red Cross to distribute the food! MSM is making fools of themselves. #typical #sandy,Informative: celebrities or authorities react to the event or visit the area
1456,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/lY5ylcE5,Informative: casualties (people injured or dead)
1457,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/lY5ylcE5,Informative: casualties (people injured or dead)
1458,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/lY5ylcE5,Informative: casualties (people injured or dead)
1459,names a celebrity or authority that reacts to the event or visits the area,Obama lands in Atlantic City New Jersey to observe #Sandy damage -ABC,Informative: celebrities or authorities react to the event or visit the area
1460,names a celebrity or authority that reacts to the event or visits the area,Obama lands in Atlantic City New Jersey to observe #Sandy damage -ABC,Informative: celebrities or authorities react to the event or visit the area
1461,names a celebrity or authority that reacts to the event or visits the area,Obama lands in Atlantic City New Jersey to observe #Sandy damage -ABC,Informative: celebrities or authorities react to the event or visit the area
1462,indicates what the contents of a photo/video are about,The great escape from NYC http://t.co/bydsILH6 #sandy #nyc #newyork #hurricane /via @renovdiaries,Informative: other type of photos/videos (not in the above classes)
1463,indicates what the contents of a photo/video are about,The great escape from NYC http://t.co/bydsILH6 #sandy #nyc #newyork #hurricane /via @renovdiaries,Informative: other type of photos/videos (not in the above classes)
1464,indicates what the contents of a photo/video are about,The great escape from NYC http://t.co/bydsILH6 #sandy #nyc #newyork #hurricane /via @renovdiaries,Informative: other type of photos/videos (not in the above classes)
1465,warns about a potential hazard or advices what to do,#CNN say #sandy has landed at Atlantic City,Informative: caution or advice
1466,warns about a potential hazard or advices what to do,#CNN say #sandy has landed at Atlantic City,Informative: caution or advice
1467,warns about a potential hazard or advices what to do,#CNN say #sandy has landed at Atlantic City,Informative: caution or advice
1468,indicates what the contents of a photo/video are about,Sarah Guthartz of Washington Heights surveyed the devastation from Sandy in Fort Tryon Park while walking her dog... http://t.co/5zJRmRY7,Informative: other type of photos/videos (not in the above classes)
1469,indicates what the contents of a photo/video are about,Sarah Guthartz of Washington Heights surveyed the devastation from Sandy in Fort Tryon Park while walking her dog... http://t.co/5zJRmRY7,Informative: other type of photos/videos (not in the above classes)
1470,indicates what the contents of a photo/video are about,Sarah Guthartz of Washington Heights surveyed the devastation from Sandy in Fort Tryon Park while walking her dog... http://t.co/5zJRmRY7,Informative: other type of photos/videos (not in the above classes)
1471,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Trading Oil in the Wake of Sandy http://t.co/YSuX8yqp via @YahooFinance,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1472,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Trading Oil in the Wake of Sandy http://t.co/YSuX8yqp via @YahooFinance,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1473,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Trading Oil in the Wake of Sandy http://t.co/YSuX8yqp via @YahooFinance,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1474,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Trading Oil in the Wake of Sandy http://t.co/YSuX8yqp via @YahooFinance,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1475,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Trading Oil in the Wake of Sandy http://t.co/YSuX8yqp via @YahooFinance,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1476,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Trading Oil in the Wake of Sandy http://t.co/YSuX8yqp via @YahooFinance,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1477,"names a structure, road, service, line, etc. that is not working or has been damaged",Best photo roundup I've seen of Sandy's effects from Big Picture: http://t.co/MDQs3VGN,"Informative: damage (building, road, lines, etc.)"
1478,"names a structure, road, service, line, etc. that is not working or has been damaged",Best photo roundup I've seen of Sandy's effects from Big Picture: http://t.co/MDQs3VGN,"Informative: damage (building, road, lines, etc.)"
1479,"names a structure, road, service, line, etc. that is not working or has been damaged",Best photo roundup I've seen of Sandy's effects from Big Picture: http://t.co/MDQs3VGN,"Informative: damage (building, road, lines, etc.)"
1480,indicates what the contents of a photo/video are about,5 Fake Hurricane Sandy Photos You're Sharing on Social Media http://t.co/ZeU6V2vv via @mashable,Informative: other type of photos/videos (not in the above classes)
1481,indicates what the contents of a photo/video are about,5 Fake Hurricane Sandy Photos You're Sharing on Social Media http://t.co/ZeU6V2vv via @mashable,Informative: other type of photos/videos (not in the above classes)
1482,indicates what the contents of a photo/video are about,5 Fake Hurricane Sandy Photos You're Sharing on Social Media http://t.co/ZeU6V2vv via @mashable,Informative: other type of photos/videos (not in the above classes)
1483,warns about a potential hazard or advices what to do,With storm gusts expected to be up to 80-85mph the bridges in the NYC area are quickly becoming unsafe #Sandy,Informative: caution or advice
1484,warns about a potential hazard or advices what to do,With storm gusts expected to be up to 80-85mph the bridges in the NYC area are quickly becoming unsafe #Sandy,Informative: caution or advice
1485,warns about a potential hazard or advices what to do,With storm gusts expected to be up to 80-85mph the bridges in the NYC area are quickly becoming unsafe #Sandy,Informative: caution or advice
1486,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",Damages from Sandy may reach as much as 50 billion. Please support the hurricane relief by donating at http://t.co/bp4DZxyb #JerseyStrong,"Informative: requests donations of money, goods, or free services"
1487,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",Damages from Sandy may reach as much as 50 billion. Please support the hurricane relief by donating at http://t.co/bp4DZxyb #JerseyStrong,"Informative: requests donations of money, goods, or free services"
