,the_author_of_the_tweet_seems_to_be_an_eye_witness_of_the_event,tweet_no_rt,user
1829,,Headline @USATODAY: NYC tries to heal after deadly storm http://t.co/DnqkAJR7,RebCruz
1830,,Oh I love America! Preachers r now blaming hurricane Sandy on the gays. If it was a gay thing it would have a much better name than Sandy!,pscotting72
1831,,#empire_state building #manhattan #nyc during #hurricane #sandy http://t.co/uxWdsmI5,DrAziz01
1832,True,Walked to the store...... It was closed _Ã´Ã–Ã®_Ã´Ã–Â‚ #ZoneA #Sandy #NYC #FarRock http://t.co/OSKgDp5V,iiAmAntRoberts
1833,True,I'm a Sandy Survivor.,Miizznunubby
1834,,22 deaths in NYC due to Sandy damn... sayin a prayer for those families,DatBlack_dudE
1835,,"El alcalde Michael Bloomberg: ""La recuperaciÃ­_n que nos espera es un trabajo de titanes"". #sandy #nyc",Guitor
1836,,Ways to help http://t.co/E56FI7n9. Hearing Park Slope Armory needs vols RT @johndeguzman: People are ready to help #NYC. What can they do?,J9Schaefer
1837,,Romney and other Republican dolts will laugh. But Sandy shows there IS a need to heal the planet. http://t.co/nTYDVfcW via @dailykos,jschoolcentral
1838,True,'SANDY' Aftermath Report: All safe and Sound here but the power is still out... Conserving batteries on the phones. So sign of ZOMBIES yet.,sheepneverlearn
1839,True,The Night Sandy Blew Through: thoughts from a New Yorker on the happenings of this tragic NYC hurricane: http://t.co/Vxdqpvx3 #wewillrebuild,Sarah1216
1840,,A look at Caribbean deaths damage from Sandy: Hurricane Sandy has been blamed for at least 71 deaths in the Car... http://t.co/0VypL54g,DarrellLosh
1841,,furacÃ­Â£o sandy e junior,drewurking
1842,,In the movie 2012 New York flooded in October 2012Ã¤Ã³_ Now its October 2012 and New York is actually flooded! Wake up! #EndTimes #Sandy #NYC,bballmommax2
1843,,Hurricane Sandy Could Bring Rain Snow Mix Tonight http://t.co/UHCCkxXM #Doppler10,MarluvDaMoney
1844,,Sat here watching the news. Sending my thoughts to those of u in The states right now. Very tragic #sandy ;(,bustyveyron
1845,,Hurricane gloriairenesandy.. What next?,purikirana
1846,,Y Combinator extends application for Winter 2013 class to November 2 because of Hurricane Sandy http://t.co/mXbT8PUn by @thekenyeung,abdc
1847,,"Fire damage now up to ""111 homes completely destroyed"" in Queens NYC NY... dozens more damaged. - #Sandy #FDNY #NYPD @MyFoxNY",adamswench
1848,,Our thoughts and prayers to all the people that will suffer from storm #Sandy God bless you!!!,NachiiG
1849,,Bush's 'Brownie' criticizes Obama over #Sandy response http://t.co/5XqPOWlj by @PeteKTheHill,phildbs
1850,,What Roads Bridges and Transit Services Are Open and Still Closed #HurricaneSandy #Sandy #SandyNY #NYC http://t.co/BjwjIat8,hgrossmann
1851,,holy crap Sandy http://t.co/WCATf026,concretebeachRI
1852,,Stay safe NEPA! To all those affected by &/or still recovering from Irene I hope Sandy leaves you alone.,HeatherCebula
1853,,"Obama advierte de que el huracÃ­Ã§n 'Sandy' podrÃ­_a tener ""consecuencias catastrÃ­_ficas"" http://t.co/UV9Zer1O vÃ­_a @rtve",inma_pe
1854,,Me and @carewally are about to be homeless after sandy. But were moving in with @misshaaana so its cool,Davearena1818
1855,True,Shelter. #sandy I gotta charge my phone.......! http://t.co/hCJnqpyi,BarryKongfuiluv
1856,,Due to the aftermath of Hurricane Sandy the Ewing Public Schools will be closed WednesdayOctober 31. #ImSouped TY SANDY but no TY #DAMAGE,TeamKBaddie
1857,,Wow.. Never seen downtown New York so empty! #ghosttown #sandy http://t.co/dhmg4gwQ,princessselen11
1858,,@TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/ZBAH0x9l #Sandy@davideongarello,AldoMasella
1859,True,Times Square in #NYC has been abandoned because of hurricane #Sandy. The lights are still shining though. http://t.co/t88apVoO,Ali_Brooks
1860,,Oh god RIP New York #sandy http://t.co/bpPljcbv,Grabcocque
1861,,Tropicana CEO reports minor storm damage to New Jersey casinos | http://t.co/RWfveWUp #Sandy,CuneydU
1862,,Rough night on the east coast at least Florida caught a break for once! Stay strong #Sandy,Daniel_Wizor
1863,,First I'm sad about new york almost cry :( second my uncle wished that gaga die in sandy hurricane I don't give a fuck but it hurts,Italysam
1864,,Highway bands in Connecticut have been lifted. Lincoln tunnel is the only tunnel open in the NYC metro area. #NYC #Sandy,JayDensonNYC
1865,,Sandy buries West Virginia under snow http://t.co/Ra8i7gVo,csmtest2
1866,,Our hearts go out to all the victims of Hurricane Sandy,chrisrhein96
1867,,"Ã¤Ã³Ã¬@NYTMetro: ConEd: Number of NYC-area customers without power is about 68700 and is sure to keep rising http://t.co/gIQdU9yX"""" be safe!",PresidentWelsh
1868,,We're thinking of our friends on the east coast as Hurricane Sandy nears. Be careful and stay safe!,_eatmysh0rts
1869,True,If we die in sandy life is really a beach.,NicO___SuavE
1870,,Jiwa mines and Miner More than 760000 Con Ed customers in NYC still without power: (Reuters) - New York power c... http://t.co/i03thbHE,JiwaMines
1871,,@ToddKincannon @thadviers I agree Todd. Think of all the help Obama could provide to #Sandy victims if he took up Trump's offer of $5 mill.,jackmcoldcuts
1872,,Hurricane sandy hit NYC _Ã´Ã–Â±#NYChurricane #NYC #flood #floodinnyc http://t.co/wdsVuJPg,emiliepeapea
1873,,Hurricanes Are Making New Yorkers Lonely Sandy http://t.co/4sbDOPfm,visionarywindow
1874,,AC has been shut down for the 4th time in 34 years and part of the boardwalk broke off and washed away #OHNO sandy what are you doing!,jline23
1875,,#Sandy finally found out a way to get out of bikini bottom too bad she's going to NYC and not Texas,Damio_92
1876,True,The carousel is still standing. #dumbo #nyc #sandy http://t.co/U0PJFu6X,johannacamba
1877,,Thank you @FDNY & @NYPDNews for your heroic efforts to protect New Yorkers during #Sandy. Please RT.,Dopeysmom
1878,,Hurricane sandy I live storms but when u mess with my hockey not cool you #CrossedTheLine,EvanSrsly
1879,,ALERT: At least 168 people stranded in some 59 locations in Manhattan Staten Island Queens Brooklyn Coast Guard tells CNN. #sandy #nyc,VozdePuebloPR
1880,,http://t.co/jTv43kZ4 GrÃ­_a d construcciÃ­_n colapsa por vientos de #sandy en #NYC @quinnannette,scrooge74
1881,,NYC Subway Shutdown Power Outages And Fires Following Hurricane Sandy Destruction (PHOTOS) (LIVE U... http://t.co/oon7JxOD via @HuffPostNY,TankaBar_Donna
1882,,".@gap and @americanapparel show very bad taste when attaching ""calls to action"" to their SoMe comms http://t.co/oIAkIzzH (Ã¤Âš_ @matslindborg)",ssscorvus
1883,,Updated: Death toll from storm rises to 38 across the country; 17 dead in New York http://t.co/VtKG6a4U,DudarevaOlga
1884,,pics of ppl charging devices in the streets - http://t.co/QsLUa1nM and http://t.co/pR1ce6LN #NYC #Sandy,FiveFrogsBlog
1885,,Nothing this black president does is good enough for racists. http://t.co/sftFep0x,EternallyMariah
1886,,GLOBAL MARKETS-Energy markets rise on Sandy insurers fall http://t.co/FB7LluoJ $EURUSD,forex_fx_
1887,True,#Sandycam - Hurricane #Sandy live 24/7 on Livestream - http://t.co/ZMIj3LL1,Rodericus
1888,,Honest to god pics of NYC #sandy http://t.co/sekRA1Xt,TedMalakhov
1889,,Sidewalk used for fallen branches. #broadway bw 112 & 113 streets. #sandy #manhattan #nyc http://t.co/V2tQfWEI,azipaybarah
1890,,Pastor blames Gays for hurricane Sandy http://t.co/lf4mC5X5 Can't decide if its more hilarious or fucking disgusting & depressing. Mental.,Daaamoon
1891,,A shark was photographed swimming in the front yard of a flooded home in Brigantine Beach New Jersey #sandy pic: http://t.co/EryjeqUE,partyjar
1892,,Hurricane survival kit. @Mariobatali you approve? #sandy http://t.co/oIUd6bjP,ProgressiveDinr
1893,,Sandy be gentle.. Love and thoughts out to NYC. #newyork #fb,SeanJewell1
1894,,Praying for the people who are touched by hurricane Sandy...for the first time I actually hate my nickname...,Hazzakie31
1895,,Tras la tempestad vuelve la calma ! Precioso arcoiris sobre los rascacielos de Manhattan ! #Sandy http://t.co/Z0syTqMy,RomyTasarti
1896,,out of touch much?? MT @GossipEE Lindsay Lohan tells #Hurricane #Sandy victims to just chill out: #classy http://t.co/vSDuTW9A,vinny1141
1897,,Ã¤Ã³Ã¬We Are OkÃ¤Ã³Â Is FacebookÃ¤Ã³Â»s Top Term Following Hurricane Sandy: Yesterday as the east coast was prepa... http://t.co/5XqrVmgW #webpronews,gaurangmeister
1898,,More than 765000 in 7 states have no electricity with NY and NJ being most affected. #HurricaneSandy http://t.co/XEYNBgW0,RichB_TM
1899,,Hurricane Sandy's early warning signs #Sandy http://t.co/23LGZcZl,firasoo82
1900,,NYC/east coast: If cell network is busy or internet is down text any #Sandy ?'s to 311692 for free. http://t.co/eeVDFqgK please R-T,Traceyleigh33
1901,,If you're in Sandy's path God bless.,R_Cuevaa
1902,,Jon -- appreciate your kind #NY1Sandy comments. RT @joncaramanica: On letting NY1 hold you through the storm http://t.co/sUikoSbK,PGHomes
1903,,Ã¤Ã³Ã¬@TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/AKt5TawB #SandyÃ¤Ã³Â,alanbuch
1904,True,@jritka Just took these... http://t.co/kOk3S6gc #sandy #sheboygan,radiobenolson
1905,,Hurricane Sandy said to be moving towards Cape May New Jersey - Al Jazeera Blogs: http://t.co/ksbjp9qT,oldivory
1906,,Based on what I've seen in #NYC & #LongIsland wrt #Sandy don't worry if u haven't heard from loved ones: power & cell out but no danger,MeiMeiFox
1907,,Sandy Shuts Down NYC - Fox Business http://t.co/SdwBcwPX,InvestingFlash
1908,,Limited train service resuming in NYC after superstorm Sandy - CBS News: Hindu Business LineLimited train service resuming in NYC aft...,BerthaBehmjh5
1909,,Soybean trade sees little impact from Sandy http://t.co/ggcLOind,porkNetwork
1910,True,Looks like worst of #Sandy is past us but will linger for few days yet cold damp and dreary here now,FARMERJEREMY
1911,,#ThingsSaidAfterSex Let's cuddle sleep and start round 2 babeee ;)),Sandy_Tweetsy
1912,,Dear God Please keep all the people who have been or will be hit by Hurricane Sandy Safe. Amen.Ã¤Ã³Â,BawsedUpBarbiie
1913,True,Surge has topped 9' at Kings Point NY on LI: http://t.co/LJwGBC6p #Sandy,hurrtrackerapp
1914,,Sorry @snooki. And everyone that was affected by Sandy. http://t.co/goRvso83,spraytanmebaby
1915,,If there isn't a Viagra banner on that NYC crane by the morning I will be disappointed. #sandy,charlie_whiting
1916,True,roznyc: The electricity is out #nyc #sandy #frankenstorm 10.29.2012 Uploaded these on my iPad no editing. Ã¤Ã³_ http://t.co/NbYgnIzo,Lionesskeeper
1917,,Thank god I live in VT sandy never even came close to hitting us and we still got 2 days off of school when it's been 70 and sunny,OzWaLD732
1918,,Baby mama frozen raspberries ice tea. Sandy isn't too bad,haamSAMwich
1919,True,97% of fairfield is out of power. What the shit Sandy.,tinysarbear
1920,True,My power is out! Interesting. #nyc #sandy,louielou7
1921,,Watch #Sandycam - Hurricane Sandy Live 24/7 on @livestream: http://t.co/3AcsV4YY,KmkumAlsharif
1922,,The Canadian Red Cross is deploying 10 volunteers to support shelter operations in New York following Hurricane #Sandy,cityfrancis
1923,,If you haven't already seen that amazing pic of #NYC with #Sandy coming look now http://t.co/jEaP5n9e,ReeceJTill
1924,,That hurricane sandy omg,CallumWarriner
1925,,Death toll from superstorm #Sandy rises to 40 in US and Canada. At least 18 killed in #NYC http://t.co/RFbLL7kn,MCaddd
1926,True,Didn't realize how much I rely on @trello until #Sandy flooding in NYC took @fogcreeksoftware's servers down.,vvmike
1927,,If you would like to donate to the red cross to help those affected by Hurricane Sandy please do so at http://t.co/TUyMHXq7,SaliZaki
1928,,May we #bind #together #community to #aid the #suffering from #aftermath of #Hurricane #Sandy @americanredcross #donate,IHealSolutions
1929,,@JabariOliver Hey cousin! Just checking that you & the rest of the family are ok. Were you affected by hurricane sandy? Xxx,siobhanlouise3
1930,,Eveyones getting happy for no school but watch Sandy fuck the whole city up tomorrow,courtaca14
1931,,#Sandy #Updates: 4 East River bridges are closing at 7 PM in #NYC and other regional bridge and road closures. http://t.co/uMO2LGQJ,JasminGranado
1932,,Everybody keep SAYING Sandy was Weak  ( But ) There Not UnderSTANDING The DamaGe She DID In other places (FIRES  HomesWrecked DeadPeople),diiiiS_ylpmiS
1933,,URGENT: Volunteers Needed for Hurricane #Sandy Shelters. If you'd like to help learn more here: http://t.co/UQMMqfp0,debbieh09623930
1934,,Kerugian Akibat Badai Sandy Diperkirakan Rp 200 Triliun http://t.co/j5Y4hwWr,PuanPuaka
1935,,"A Sandy en EspaÃ­Â±a la llamarÃ­_amos ""la que estÃ­Ã§ cayendo hoy"" y nos dejarÃ­_amos de mariconadas.",Bertaar
1936,,Due to Hurricane Sandy B!tches be like... http://t.co/rt5uboXx .!!!!!!!!!!!!,TwEAt_MeLoveMe
1937,,Yey vi er kjendiser! #instacool#instaawesome#vann#i#gatene#hurricane#Sandy#nyc#flooded odamarie93 saraska http://t.co/uNlRNMAo,TyraThune
1938,,@TheNerdyBird: So both tunnels out of the city are closed & bridges are closing tonight. When do I get to meet Bane? #sandy,Dj_Beethoven
1939,,Gotta wonder what New Yorkers are thinking about having a marathon while millions are w/o power or homeless #letstrytoprioritize #Sandy,MiatheCaneCorso
1940,,People bitching about people bitching about hurricane sandy.&lt;&lt;&lt;&lt;,OHarrian10
1941,True,My #gym closed from #SANDY RT @OneShotDeal1: @Mizzheffner good mourning sexy did u do your workout this mourning or u miss outÃ¤Ã³Â,MizzHeffner
1942,,Ã¤Ã³Ã–Sandy SalesÃ¤Ã³Â»: After a Tragedy How Soon Is Too Soon to Go Shopping?: In the aftermath of Hurricane Sandy the e... http://t.co/Y9gZXku2,EAMediaNY
1943,True,Huge shout-out to our rescue team for pulling 24-hr shifts during #Sandy! http://t.co/lAzQSZLt #sandypets,bladesworn
1944,,"HMS Bounty replica is """"reportedly sunk:"""" U.S. Coast Guard: (Reuters) - The replica tall ship HMS Bounty reported... http://t.co/KBhF9eyb",pepealsaadi
1945,,What if Gangnam Style is actually a rain dance and we have brought this hurricane on ourselves? #Sandy,ajmcafe
1946,,Thank heavens for #FEMA - doing a great job in the #aftermath of #Sandy,JeannieNorcia
1947,,Hey hurricane Sandy you'd better not harm Snooki and baby Lorenzo!,davidebarry
1948,,Ã¤Ã³Ã¬@EmpireOfTheSun: Stay safe Eastcoast friends #SandyÃ¤Ã³Â we still standin on the shore n NYC!_Ã´Ã«__Ã´Ã«__Ã´Ã«_,marc_jaycubs
1949,True,Danny and I were lucky to have power the entire time. Thoughts and prayers are with anyone who has severe damage. #storm #sandy,QUATELAMUSIC
1950,,Black Out; Parts of NYC in the dark #empirestate #nyc #hurricane #sandy http://t.co/EhfeLrwn,x_hesmyreason
1951,,Sandy led to 33 deaths and $20 billion in damages as recovery begins (Video) - Oct 30 @ 5:01 PM ET http://t.co/ADeXKyPj,PulpNews
1952,,Hurricane Sandy esta a 174 Millas SSE de NYC con brisas de 90 mph... cuidense mi gente!,DeniaAponte
1953,,Up until this point the strongest winds have been generally well north and northeast of Sandy,limolnar
1954,,oh wow great what if I can't watch Austin's chat tomorrow because the fucking powers out. thanks sandy,mahomietilthend
1955,,As Frankenstorm #Sandy heads towards #NYC Activists Unfurl Giant Ã¤Ã³Ã¬End Climate SilenceÃ¤Ã³Â Banner in Times Sq http://t.co/Rs9d52ob via @350,BlaiseSings
1956,,Hurricane Sandy Megastorm: Government Forecasters Say Projected Storm Surge Is A 'Worst Case Sce... http://t.co/MpnyArH8 via @HuffPostGreen,jmanzanoredondo
1957,,I really feel like NYC is about to get a taste of what New Orleans got from Katrina.This is about to REAL UGLY OUT HERE #eastcost vs sandy,J_Wilkes_28
1958,,Irene &gt;&gt;&gt; Sandy @Beatboxjoe24 @MyMansandem,ChaunceyGrattan
1959,,Double Rainbow Shines in NYC After Superstorm Sandy http://t.co/PVsU29p3 via @mashable,lou_iastate
1960,,"CNN implying @MittRomney will get rid of FEMA! Press that won't ask abt Benghazi are badgering Romney WHILE he pitches in at ""Sandy"" event.",davidg_84
1961,,Latest Update on NYC's Preparations for Hurricane Sandy: Posted 10/29/12 @ 5:30 p.m. ET http://t.co/OLp5oNau,JohnGile
1962,,NYC Rescue Mission desperate for generator. Homeless shelter since 1872 might close doors for the first time without. 212 226-6214 #sandy,5DsCats
1963,,Sandy is overrated niggas need to STFU ALREADY...,MichiesALOVER
1964,,Hurricane Sandy has a heavy flow and a wideset vagina.,NaomiAutum
1965,,@yadal http://t.co/rVlxGdXl,vagabondvince
1966,True,Ima go outside & jump... I BETTER FUCKING FLY SANDY!,SwaggyGeezy
1967,,The latest info on transportation outages around NY & NJ updated by @WNYC. http://t.co/1DDc2pFJ #DCheartsNY,njnigh
1968,,Bloomberg says at least 10 dead in NYC and expect that number to go up #Sandy,itsdorgan
1969,,Kept this bitch Sandy in check!!!,pimpmastershani
1970,,UN HQ closed again Tuesday Oct. 30 because of Hurricane #Sandy hitting NYC.,DrKanbalhi
1971,,@jennaezarik #sandy,MrThailer
1972,,Hurricane Sandy: Latest Updates http://t.co/QHXusTEk,wmclarkassoc
1973,,The doctors and nurses who carried patients down 15 flights of stairs when the power went out are absolutely inspiring #Sandy #NYC,tennisjess
